CNTRYID,CNT,CNTSCHID,CNTSTUID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,Option_CPS,Option_FL,Option_UH,Option_Read,Option_Math,LANGTEST_COG,BOOKID,CM033Q01S,CM033Q01T,CM474Q01S,CM474Q01T,CM155Q01S,CM155Q01T,CM155Q04S,CM155Q04T,CM411Q01S,CM411Q01T,CM411Q02S,CM411Q02T,CM803Q01S,CM803Q01T,CM442Q02S,CM442Q02T,CM034Q01S,CM034Q01T,CM305Q01S,CM305Q01T,CM496Q01S,CM496Q01T,CM496Q02S,CM496Q02T,CM423Q01S,CM423Q01T,CM603Q01S,CM603Q01T,CM571Q01S,CM571Q01T,CM564Q01S,CM564Q01T,CM564Q02S,CM564Q02T,total_raw,total_time
344,HKG,34400135,34400047,06MS,34400,34400,HKG0003,3440000,0,2,1,0,0,A,A,316,43,0,54648,0,32022,1,45546,0,43761,0,69211,0,29495,0,73485,0,73742,0,77146,0,32149,1,101178,1,19431,0,14004,1,57421,1,12386,0,22573,0,46525,5,804723
344,HKG,34400137,34404870,06MS,34400,34400,HKG0003,3440000,0,2,1,0,0,A,A,316,43,1,19518,1,31179,1,72666,0,80851,1,91174,1,73355,1,83927,1,178564,1,84746,0,48542,1,145263,1,29147,1,14508,1,89362,1,99274,1,37953,1,37124,15,1217153
344,HKG,34400138,34405121,06MS,34400,34400,HKG0003,3440000,0,2,1,0,0,A,A,316,43,1,26878,0,12415,1,47623,1,32773,0,87329,1,21289,0,62414,0,71276,1,87021,1,31922,0,82652,1,82432,0,18213,0,63319,0,65037,1,50951,0,20257,8,863801
392,JPN,39200001,39202036,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,32773,1,33239,1,62185,1,119482,0,84802,1,78420,1,196159,1,140117,1,152009,0,69150,1,55649,1,26961,1,26959,0,69179,0,97048,0,29311,0,88936,11,1362379
392,JPN,39200003,39203094,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,60560,1,35660,1,71359,1,128443,1,89693,1,60789,0,317636,1,210044,0,32001,0,56977,0,147657,0,41979,1,67676,0,104383,0,59205,1,93070,1,176528,10,1753660
392,JPN,39200004,39203056,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,41538,1,27888,0,78639,1,52362,1,95819,0,37571,0,62434,1,136125,0,69584,1,39490,1,110647,1,57405,0,33169,0,101938,0,34133,0,37721,0,57337,8,1073800
392,JPN,39200005,39206136,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,27917,1,29478,1,62502,1,66362,1,105332,1,61215,0,142540,0,126665,1,84595,1,85269,0,88316,0,58254,1,67463,1,200205,1,166432,0,139711,0,67088,11,1579344
392,JPN,39200006,39203902,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,24962,1,25473,1,37626,1,62645,0,84289,1,44973,0,45972,1,115615,1,74926,1,32008,1,35298,1,19902,1,12636,1,102487,0,59250,1,38105,1,43400,14,859567
392,JPN,39200008,39204525,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,65242,1,43035,0,90653,0,156665,0,119809,0,103986,0,55939,0,108228,0,86716,1,51816,1,92199,1,120569,1,19770,0,70895,0,24450,1,20962,0,11576,7,1242510
392,JPN,39200009,39203580,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,0,24318,1,24469,1,20275,0,36345,0,75689,0,38384,1,68961,1,90410,0,60178,0,66966,0,34827,0,65900,1,21549,1,59202,0,50783,0,31652,1,79917,7,849825
392,JPN,39200010,39201458,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,0,42909,1,30192,1,34650,1,66103,1,116114,0,136001,1,102492,0,154645,0,66687,0,142755,1,64587,1,35416,1,31479,0,124899,1,169399,0,51506,0,82405,9,1452239
392,JPN,39200012,39200035,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,47765,1,30164,1,59488,1,59066,0,158714,0,39738,1,91454,0,81477,1,72135,0,39255,1,55016,1,26382,1,19786,1,105499,1,59349,1,265910,1,57860,13,1269058
392,JPN,39200013,39202905,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,21434,0,38009,0,58251,1,38943,0,69550,0,16588,1,48091,0,103897,1,74800,0,55144,0,64932,0,117367,0,17887,0,47704,0,19137,0,51939,0,208253,4,1051926
392,JPN,39200014,39200607,06MS,39200,39200,JPN0204,3920000,1,2,1,0,0,A,A,286,43,1,50676,1,49572,1,4477,1,45529,1,115523,1,36698,1,87448,1,279530,1,150213,0,139989,0,78687,1,57199,1,15753,1,108454,1,57625,1,46438,1,57637,15,1381448
392,JPN,39200015,39206128,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,34664,1,35435,1,98196,1,48408,0,114302,1,30014,1,66316,0,144467,1,78375,0,59100,0,189212,1,47844,1,28991,1,131919,1,77292,1,3034,1,1290957,13,2478526
392,JPN,39200016,39204032,06MS,39200,39200,JPN0204,3920000,1,2,1,0,0,A,A,286,43,1,60294,1,35447,0,64161,1,61552,1,133454,0,57048,0,63352,1,131010,1,113072,0,49979,0,186530,1,76096,0,30275,1,178647,1,119598,0,60405,0,50702,9,1471622
392,JPN,39200017,39205753,06MS,39200,39200,JPN0204,3920000,1,2,1,0,0,A,A,286,43,1,28542,0,35371,0,24792,1,68447,1,122954,0,78254,1,60433,1,141010,1,61988,0,61566,0,66947,1,65546,1,15708,0,91120,0,56334,1,134886,0,66635,9,1180533
392,JPN,39200018,39206384,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,35644,1,36943,0,67049,0,63766,1,104236,1,65718,0,67669,0,81229,0,34243,0,14123,0,36466,0,71103,0,32974,1,103866,0,289238,1,101320,0,286309,6,1491896
392,JPN,39200019,39202189,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,0,30101,0,35220,1,80184,1,122421,1,129398,1,67457,1,103929,0,274343,0,117238,1,53336,0,104839,0,145273,0,42016,0,115687,0,30956,1,34854,0,43262,7,1530514
392,JPN,39200021,39203136,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,76500,1,16034,0,46870,1,41285,1,80337,1,30198,0,70879,1,96469,0,73751,0,33916,1,32846,1,24052,1,15772,0,63982,0,35731,0,22882,1,39001,10,800505
392,JPN,39200022,39200356,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,51417,1,24935,1,45380,0,75388,0,128960,1,52939,1,70750,0,104319,1,75424,1,70673,1,112459,1,27090,1,16067,0,70188,1,41017,0,32627,1,54864,12,1054497
392,JPN,39200023,39206660,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,25388,0,39681,1,51010,0,51704,1,6371,1,50146,1,64923,1,153569,1,62339,0,38732,1,116335,1,134544,1,17153,1,95596,0,16000,1,83795,0,43384,12,1050670
392,JPN,39200024,39205169,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,21636,1,25490,1,2939,1,45318,1,114142,1,33404,1,49596,1,123771,0,50646,1,46451,1,84720,1,24656,1,22186,0,85872,0,42633,1,31324,0,55811,13,860595
392,JPN,39200025,39204627,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,51119,1,27829,1,63637,0,111215,1,120985,1,69303,1,98599,1,231247,1,118914,1,69409,0,160414,0,49196,1,62694,0,278874,0,252129,0,69444,0,95334,10,1930342
392,JPN,39200026,39200841,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,40473,1,34226,1,44195,1,53725,1,172447,0,55479,0,54111,0,112055,1,107968,1,126012,0,111677,1,32604,1,20221,0,118334,0,163579,1,86918,1,594636,11,1928660
392,JPN,39200027,39205395,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,23475,1,24811,1,29843,1,83614,1,111069,1,38900,1,68831,1,133926,1,138781,0,51695,1,116463,1,33415,1,34230,1,127797,1,84204,0,38251,1,93251,15,1232556
392,JPN,39200031,39202545,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,47796,1,30660,1,26335,1,47231,1,110054,1,106701,0,53168,1,146227,1,109853,1,93495,1,47319,1,28190,1,28803,1,103176,1,63978,1,73892,1,60378,16,1177256
392,JPN,39200032,39201391,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,19248,1,41090,1,92766,0,77080,1,94369,1,53869,0,85442,1,107530,1,87404,0,81652,1,76104,1,25971,0,26095,0,63628,0,29565,0,27795,1,71661,10,1061269
392,JPN,39200034,39202311,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,42956,1,27090,0,79978,0,69024,0,165107,1,75322,1,129441,0,113345,1,93569,0,77105,1,133998,1,91849,0,55095,0,83382,1,51497,1,104568,0,199755,9,1593081
392,JPN,39200035,39206152,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,53738,1,26051,1,3210,0,78713,1,93587,1,74650,1,86484,1,92890,0,118364,1,135652,1,168216,1,44776,0,12993,1,87148,1,65986,1,96958,0,80429,13,1319845
392,JPN,39200037,39200901,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,28325,1,36890,1,45831,0,53054,1,100083,0,30852,0,93661,1,124051,1,140253,1,60977,1,78831,0,68748,1,26084,1,58468,0,21561,1,43579,1,111394,12,1122642
392,JPN,39200038,39204211,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,73525,1,56181,1,15037,1,32256,0,109680,1,31132,1,59464,1,74582,1,104648,1,69990,1,60644,1,77512,1,27395,1,73040,1,40820,1,50321,1,121795,16,1078022
392,JPN,39200039,39200802,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,28267,1,26055,0,42476,0,39787,0,74280,1,25684,1,38735,1,73596,1,67151,1,37971,1,59486,1,26905,1,13154,1,50469,1,28547,1,23432,0,31156,13,687151
392,JPN,39200040,39201703,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,35466,1,32929,1,53865,1,72115,0,243741,0,50950,0,143803,1,83711,1,174015,1,42323,0,68305,1,69949,1,27537,1,121767,0,36735,0,22487,0,16972,10,1296670
392,JPN,39200043,39200680,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,31933,1,31674,1,53750,1,62313,1,100755,1,107380,1,119400,1,108519,1,118673,0,80521,1,196575,1,57085,0,26820,1,139207,1,73305,0,138390,1,137808,14,1584108
392,JPN,39200045,39201341,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,26450,1,49608,1,76049,1,68868,1,213901,0,71640,1,115983,1,115005,1,108998,1,107087,0,80841,0,79810,1,18799,0,134882,1,62793,0,56947,1,131084,12,1518745
392,JPN,39200046,39202746,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,50909,1,54300,1,1849,0,83149,1,106597,1,31266,1,82629,1,104032,1,136272,1,129292,1,70043,1,69882,0,24226,1,111056,1,82361,1,67056,1,167844,15,1372763
392,JPN,39200048,39206370,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,28979,1,36575,1,68421,0,17471,0,84269,0,24073,0,30836,0,85648,0,110415,0,9141,0,10581,1,93893,0,20357,1,13681,0,9641,0,28949,1,50640,6,723570
392,JPN,39200049,39203458,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,17327,0,40478,1,27578,1,108903,1,131740,1,36720,1,65209,1,105395,1,69213,0,95865,1,75921,1,30524,1,30221,1,99162,1,121396,1,56791,1,146574,15,1259017
392,JPN,39200052,39201993,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,36585,1,44929,1,65642,1,60628,0,123009,1,47146,0,89459,1,58434,1,117187,0,63204,1,42031,1,7300,1,26901,0,53745,1,72989,0,78284,1,149358,12,1136831
392,JPN,39200053,39203042,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,34218,1,49365,1,110115,1,4205,0,205372,1,84575,1,167129,1,172748,1,89498,0,84763,0,3911,1,101511,1,39220,1,108781,0,198170,1,6378,0,4259,12,1464218
392,JPN,39200054,39204553,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,62029,1,38390,0,108421,1,53975,0,180523,0,20073,0,83812,0,90799,0,78833,0,16957,0,61810,1,69266,0,26455,0,75186,0,41114,0,104415,0,49989,4,1162047
392,JPN,39200055,39206080,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,32432,0,22673,1,2703,1,60869,1,80883,1,35047,1,78245,1,87789,1,103518,1,52081,1,55520,1,29236,1,14881,0,96717,0,63005,1,6283,1,75026,14,896908
392,JPN,39200058,39201035,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,17865,1,24193,1,29680,1,53944,1,110725,1,47452,1,94172,1,106388,1,52876,0,59088,1,107477,1,59298,1,17109,1,112725,1,66067,1,4477,1,52079,16,1015615
392,JPN,39200060,39202530,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,23879,1,21391,1,60993,1,61118,1,16442,1,61183,1,87824,1,125790,1,72535,0,65555,1,95418,1,43519,1,27202,1,135041,1,60232,1,45341,0,71093,15,1074556
392,JPN,39200061,39202942,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,45060,1,35867,1,42289,0,35426,0,147325,0,20790,0,59257,0,132094,1,51880,1,31814,1,5415,1,4113,1,19870,0,76430,0,156670,1,25892,0,31637,9,921829
392,JPN,39200063,39204508,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,0,35276,1,39106,1,43398,1,53505,1,121644,1,40653,1,110805,1,99235,0,75811,0,30201,1,69184,1,46347,1,23021,0,154421,1,78502,0,47426,1,69727,12,1138262
392,JPN,39200064,39203794,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,39815,1,37967,1,6802,1,45342,1,99107,1,28646,0,107610,1,124221,1,116221,1,78601,0,129313,1,57985,0,20185,1,80621,0,87345,1,57342,1,122642,13,1239765
392,JPN,39200065,39201569,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,34034,1,30840,1,67996,1,110979,0,111583,1,50125,1,198185,0,118074,1,85155,0,76538,1,99558,1,70035,1,16759,0,96284,0,93812,0,81528,0,92313,10,1433798
392,JPN,39200066,39201826,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,20049,1,30820,0,5452,1,59032,0,146794,0,31271,1,108963,0,103160,1,67665,1,41264,1,135586,1,62554,1,29902,0,29115,1,35536,0,114425,1,62063,11,1083651
392,JPN,39200067,39202466,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,27089,1,39925,1,3689,1,69169,1,161584,1,43891,1,76376,0,117467,1,85368,1,45169,1,26304,1,6641,1,21673,0,68773,0,64792,0,38831,0,57355,12,954096
392,JPN,39200068,39202393,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,33490,1,30350,1,47412,1,42030,1,116111,1,53504,1,78604,1,114369,1,87876,0,60537,1,138514,1,49094,1,20203,1,71945,0,73162,1,26388,1,14332,15,1057921
392,JPN,39200070,39202055,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,18436,1,21290,1,9994,1,37288,1,80115,1,32342,1,99623,0,173072,1,64085,0,61060,1,15809,1,5413,1,29116,1,67787,0,51060,1,17863,1,54965,14,839318
392,JPN,39200071,39206649,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,58156,1,33383,1,64338,1,91979,0,113712,0,62381,0,71708,1,207346,0,95624,0,71929,1,7040,1,179053,1,18006,1,96016,1,89813,0,151893,1,86456,11,1498833
392,JPN,39200072,39205992,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,29512,1,46318,0,43722,1,92606,1,8592,1,51192,1,392060,1,92242,1,128890,1,50097,1,247525,1,61570,1,18100,0,142682,1,50735,1,66539,1,55765,15,1578147
392,JPN,39200073,39202759,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,13408,0,22124,0,25992,1,19503,1,67108,1,22562,1,39192,1,98232,0,40894,0,21723,0,37791,1,14493,0,44470,0,14705,1,30397,1,17958,1,229148,10,759700
392,JPN,39200075,39200267,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,0,37277,1,28066,0,44197,0,10886,0,3672,0,11997,0,11944,0,39986,0,56714,0,11571,0,9862,0,34897,0,43454,0,42126,0,6534,1,22101,0,14753,2,430037
392,JPN,39200076,39202399,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,29723,1,25125,1,48837,1,29366,1,71496,1,24171,1,116934,0,170042,0,46602,0,33837,1,99414,1,81698,1,14195,0,69291,1,100932,1,46596,1,91896,13,1100155
392,JPN,39200077,39202030,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,47687,1,38304,1,13679,0,93570,0,168483,0,60187,0,101909,1,143945,1,297456,0,59670,1,128733,1,41210,1,61592,1,89059,0,109148,1,164650,1,194697,11,1813979
392,JPN,39200079,39200256,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,49583,1,27419,1,67278,1,65537,0,142470,1,99650,0,49882,1,274720,0,122570,0,92660,0,107817,1,49587,0,77107,0,89100,1,60922,1,136812,1,152020,10,1665134
392,JPN,39200081,39201502,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,34995,1,28903,1,78281,1,107133,0,119754,1,52716,1,64722,1,189889,1,321536,0,240484,1,103829,1,123735,1,19110,1,150739,0,76234,1,74773,1,40486,14,1827319
392,JPN,39200082,39205906,06MS,39200,39200,JPN0204,3920000,1,2,1,0,0,A,A,286,43,1,27618,1,32874,1,43273,1,71093,1,86854,1,44696,1,42461,1,108941,1,97541,0,73077,1,55288,1,60433,1,25207,1,61352,1,72714,1,25663,1,77377,16,1006462
392,JPN,39200084,39205087,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,33250,1,41587,1,68290,1,76246,0,144863,1,76234,1,66023,0,132007,1,143788,1,110875,1,87782,0,57053,0,42202,1,82813,1,78930,1,126161,0,96623,12,1464727
392,JPN,39200085,39201041,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,37306,1,32258,1,57887,1,68193,1,177925,1,60724,1,69644,0,143844,1,80840,0,52649,1,95483,1,56038,1,31807,0,111818,1,74101,1,4601,1,11460,14,1166578
392,JPN,39200086,39203066,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,38227,0,33027,0,73344,0,60516,1,2115,1,4812,0,100422,1,131563,0,122287,1,49722,1,131288,1,68966,0,76744,0,178200,1,58692,1,92994,0,83961,9,1306880
392,JPN,39200087,39203209,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,88138,1,36853,0,117572,0,101852,1,125381,0,141882,0,82189,0,112909,1,78723,1,81386,0,67773,1,47867,1,28077,0,91083,1,112468,1,46272,1,195927,10,1556352
392,JPN,39200088,39203629,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,44885,1,35237,1,37097,1,83442,0,172406,0,69241,1,97026,1,93044,0,137508,0,45748,1,172677,1,31915,1,31597,0,100565,1,90113,1,176693,1,131919,12,1551113
392,JPN,39200090,39206744,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,25816,1,37365,1,66577,0,75423,0,90239,0,34810,1,78203,0,117622,0,75193,0,94602,1,78487,1,73731,1,12280,0,80019,0,49832,0,59664,1,94585,8,1144448
392,JPN,39200091,39206490,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,42808,1,32350,1,56139,1,74413,1,156451,1,61458,0,47464,1,105111,0,101543,1,86818,1,76256,1,49693,1,73881,1,108216,0,96575,0,37613,0,78700,12,1285489
392,JPN,39200092,39201461,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,51151,1,56867,0,74017,1,101368,1,117230,1,51098,0,167787,1,144524,1,85129,0,61665,1,104104,1,159740,1,48272,0,58879,0,48919,1,112021,0,128681,11,1571452
392,JPN,39200093,39206063,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,19543,1,25751,0,44714,0,33870,1,180156,0,26790,0,173358,0,115876,1,81603,0,30999,0,62476,1,40035,1,15406,0,43831,1,76661,1,48853,0,27705,8,1047627
392,JPN,39200094,39204097,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,15810,1,25106,1,45618,1,99075,1,122426,0,62307,1,92024,1,98346,0,102157,1,64679,1,146822,1,73188,1,23368,1,78808,0,94919,1,68956,1,150045,14,1363654
392,JPN,39200095,39207076,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,31387,1,37003,1,41839,1,46121,1,144529,1,64029,0,119208,0,106101,0,118047,1,50031,1,151758,1,76373,1,25164,1,163026,0,77813,0,42608,1,52180,12,1347217
392,JPN,39200096,39201158,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,28902,1,23232,0,60533,1,91591,1,100087,1,97424,1,66317,1,85313,0,62135,1,37897,1,90552,1,26894,1,79819,0,105329,1,68164,1,56321,1,174189,14,1254699
392,JPN,39200097,39202866,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,46954,1,31569,1,2440,0,61822,1,131473,1,42751,1,101727,1,134567,0,163321,0,108015,1,134771,1,68077,1,18760,0,134399,0,142631,1,60091,1,69732,12,1453100
392,JPN,39200098,39204616,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,0,32655,1,33707,1,92125,0,81148,0,114028,0,94844,0,73258,0,144208,0,69277,1,84436,0,230434,1,113004,0,47753,1,95103,0,248279,1,143969,0,231141,6,1929369
392,JPN,39200099,39202925,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,53284,1,36567,1,2560,1,48446,1,126539,1,51874,1,96018,0,79437,1,112173,0,39845,1,58392,1,36432,1,21612,1,46328,1,44912,1,43774,1,43216,15,941409
392,JPN,39200100,39205894,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,58290,1,41377,0,95693,1,93788,1,115036,0,36475,1,44244,1,185856,0,130541,0,67285,1,157694,1,32903,1,29244,0,86177,1,44180,1,88867,1,54773,12,1362423
392,JPN,39200101,39202343,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,25999,0,36679,0,93204,1,80984,1,105540,0,54015,0,100778,0,177390,0,93962,1,45038,0,39735,1,111070,1,23055,0,37556,1,84307,1,25758,0,3945,8,1139015
392,JPN,39200102,39201576,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,24193,1,28311,0,88290,0,64903,1,192530,1,48379,1,86196,0,179776,1,211009,0,63382,0,66980,1,30509,0,22230,0,88032,1,71481,1,110587,0,121075,9,1497863
392,JPN,39200103,39200409,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,43758,1,29997,1,54045,1,79443,0,72036,1,113940,0,40085,1,131528,0,99096,1,44980,1,118769,1,50761,1,26534,0,85023,0,181524,0,100653,1,380256,11,1652428
392,JPN,39200104,39203218,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,58240,1,18757,1,65662,0,39213,1,99348,1,33945,1,57198,1,113104,1,83142,1,75018,1,43426,1,32946,1,19169,1,93896,1,174181,1,51229,1,44366,16,1102840
392,JPN,39200105,39205717,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,25679,1,24191,1,18822,1,63334,1,168200,1,49917,1,127658,1,131231,0,117811,0,49897,0,61682,1,37180,1,21825,1,94759,1,78096,1,5499,1,45793,14,1121574
392,JPN,39200106,39202701,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,0,27537,1,42796,0,100571,0,48260,0,148719,0,23636,0,46289,0,88391,0,95969,0,17964,0,17094,0,33212,1,23819,0,75405,1,57465,0,39813,1,21486,4,908426
392,JPN,39200108,39203898,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,32114,1,65512,1,62588,1,71451,1,2224,0,28169,1,51331,1,124834,1,142796,0,44527,0,118743,1,65043,0,16881,0,59893,0,31919,1,55069,0,87113,10,1060207
392,JPN,39200109,39203366,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,36540,1,32289,0,5553,0,64469,0,122720,1,42875,0,41243,1,145035,0,56491,1,47546,0,75872,0,58805,1,20416,0,31762,1,51901,0,31376,1,15685,8,880578
392,JPN,39200110,39200038,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,66376,0,41725,1,72232,0,121163,1,166775,1,71957,1,69675,1,141735,1,137668,1,67332,1,168284,1,83760,1,21253,0,121924,1,112937,1,158010,1,421943,14,2044749
392,JPN,39200111,39201548,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,24574,1,22549,1,29486,0,37212,1,128067,1,42181,0,80602,0,139552,1,150234,0,65916,1,149241,1,43174,1,18978,0,105757,1,72236,1,40501,1,54316,12,1204576
392,JPN,39200112,39206733,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,27582,1,35828,1,38524,1,53579,1,136045,1,32373,1,65707,0,107125,0,56287,0,58138,0,89648,0,88494,1,19974,1,68244,1,51573,1,39012,0,108385,11,1076518
392,JPN,39200113,39202287,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,0,66396,1,38352,1,70842,0,91183,0,112680,1,49272,0,190634,0,106801,0,75227,0,83870,0,87826,0,49225,1,33423,0,92178,0,60824,0,67419,0,114986,4,1391138
392,JPN,39200114,39203880,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,22343,1,22571,1,37683,1,37876,0,71412,1,37614,1,54738,1,75348,1,75216,0,56525,1,60937,1,61521,1,21410,0,80754,1,56446,1,35739,1,63919,14,872052
392,JPN,39200115,39203775,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,46652,1,31693,1,67445,1,69312,1,154861,0,77193,1,52152,1,127535,1,113101,1,80202,1,90961,1,35904,1,22862,1,89061,1,54640,0,8275,1,44164,15,1166013
392,JPN,39200117,39204420,06MS,39200,39200,JPN0101,3920000,1,2,1,0,0,A,A,286,43,1,52925,1,33774,1,47902,0,81519,1,211084,1,65183,1,145311,1,139317,1,74441,0,48224,1,66323,1,36319,1,21928,0,150126,1,46538,1,20486,1,46495,14,1287895
392,JPN,39200118,39206523,06MS,39200,39200,JPN0203,3920000,1,2,1,0,0,A,A,286,43,1,46756,1,27718,1,43744,1,65304,1,57824,1,24283,1,44818,1,67988,1,56235,0,34459,1,64651,1,73943,1,19447,1,69390,1,115727,1,91834,1,92979,16,997100
392,JPN,39200119,39203258,06MS,39200,39200,JPN0202,3920000,1,2,1,0,0,A,A,286,43,1,43228,1,41919,0,36961,1,84900,0,159455,0,47233,0,80765,1,110999,1,59251,0,84718,0,229666,1,203827,0,24424,0,123325,0,127350,0,43204,1,160667,7,1661892
